## BEGIN HEADER
#
##------------------------------------------------------------------------------
## Origin Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#SOURCE:   "Ocean Networks Canada Data Archive"  / Citation Author
#HTTP:      http://www.oceannetworks.ca          / Citation Publication Site
#HOME:     "University of Victoria, Canada"      / Citation Publication Location
#FLDATE:    2023-11-15T00:12:06.597Z  / File Creation Date = Date for Citation
#CITATION1: "Ocean Networks Canada Society. 2016. Discovery Passage Oxygen Sensor Deployed 2016-07-29. Ocean Networks Canada Society. https://doi.org/10.34943/ed0b90e0-5eb5-4404-85ce-4d9e89d24b4d. Subset Query: 22918452. Accessed 2023-11-15."  / Citation Title
#CITATION2: "Ocean Networks Canada Society. 2017. Discovery Passage Oxygen Sensor Deployed 2017-01-26. Ocean Networks Canada Society. https://doi.org/10.34943/73e505d1-1f55-4509-aa2e-4d5689f3b755. Subset Query: 22918453. Accessed 2023-11-15."  / Citation Title
#CITATION3: "Ocean Networks Canada Society. 2018. Discovery Passage Oxygen Sensor Deployed 2018-02-14. Ocean Networks Canada Society. https://doi.org/10.34943/7ed361ab-83cd-426a-90c8-384e75a94996. Subset Query: 22918449. Accessed 2023-11-15."  / Citation Title
#CITATION4: "Ocean Networks Canada Society. 2018. Discovery Passage Oxygen Sensor Deployed 2018-11-15. Ocean Networks Canada Society. https://doi.org/10.34943/0d93074f-c4da-4cc4-abe3-f574d4004978. Subset Query: 22918454. Accessed 2023-11-15."  / Citation Title
#CITATION5: "Ocean Networks Canada Society. 2020. Discovery Passage Oxygen Sensor Deployed 2020-07-15. Ocean Networks Canada Society. https://doi.org/10.34943/f369c26c-fa5f-4744-93ea-4c117d128c7f. Subset Query: 22918450. Accessed 2023-11-15."  / Citation Title
#CITATION6: "Ocean Networks Canada Society. 2022. Discovery Passage Oxygen Sensor Deployed 2022-01-28. Ocean Networks Canada Society. https://doi.org/10.34943/8e17c21e-a437-4e26-8e16-96b53a40a30d. Subset Query: 22918451. Accessed 2023-11-15."  / Citation Title
#METADATF:  CampbellRiverUnderwaterNetwork_OxygenAanderaa_OxygenSensor_20160729T220000Z_20231114T000000Z-NaN_clean_avg1hour_CSV_META.pdf  / Metadata file name
#SEARCHID:  36358800                             / DMAS Search ID from Oceans3.0
#
##------------------------------------------------------------------------------
## Location Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#STNNAME:   OceanNetworksCanada-Pacific-SalishSea-DiscoveryPassage-CampbellRiverUnderwaterNetwork-OxygenAanderaa  / Station Name 
#STNCODE:   CRIP.O1                              / Station Code 
#LATITUDE:     50.020767                         / Latitude North
#LONGITUDE:  -125.235367                         / Longitude East
#DEPTH:        10.0                              / Depth (m)
#
##------------------------------------------------------------------------------
## Device Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#DEVCAT: Oxygen Sensor                           / Device Category
#DEVTOT:    6  / Total number of Device Deployments contributing to data
#
#DEPLDATE1: 2016-07-29T21:08:00.000Z             / Device 1 Deployment Date
#DEVNAME1: "Aanderaa Optode 4531A (S/N 171)"     / Device Name of Device 1
#DEVCODE1:  AandOpt4531A171                      / Device Code of Device 1
#DEVID1:    23567                                / Device ID of Device 1
#
#DEPLDATE2: 2017-01-26T02:42:58.000Z             / Device 2 Deployment Date
#DEVNAME2: "Aanderaa Optode 4531A (S/N 206)"     / Device Name of Device 2
#DEVCODE2:  AandOpt4531A206                      / Device Code of Device 2
#DEVID2:    23571                                / Device ID of Device 2
#
#DEPLDATE3: 2018-02-14T18:30:00.000Z             / Device 3 Deployment Date
#DEVNAME3: "Aanderaa Optode 4531A (S/N 205)"     / Device Name of Device 3
#DEVCODE3:  AandOpt4531A205                      / Device Code of Device 3
#DEVID3:    23570                                / Device ID of Device 3
#
#DEPLDATE4: 2018-11-15T19:00:00.000Z             / Device 4 Deployment Date
#DEVNAME4: "Aanderaa Optode 4531A (S/N 205)"     / Device Name of Device 4
#DEVCODE4:  AandOpt4531A205                      / Device Code of Device 4
#DEVID4:    23570                                / Device ID of Device 4
#
#DEPLDATE5: 2020-07-15T17:10:00.000Z             / Device 5 Deployment Date
#DEVNAME5: "Aanderaa Optode 4531A (S/N 1215)"    / Device Name of Device 5
#DEVCODE5:  AandOpt4531A1215                     / Device Code of Device 5
#DEVID5:    43060                                / Device ID of Device 5
#
#DEPLDATE6: 2022-01-28T19:58:00.000Z             / Device 6 Deployment Date
#DEVNAME6: "Aanderaa Optode 4531A (S/N 1248)"    / Device Name of Device 6
#DEVCODE6:  AandOpt4531A1248                     / Device Code of Device 6
#DEVID6:    46260                                / Device ID of Device 6
#
##------------------------------------------------------------------------------
## Data Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#DATEFROM:  2016-07-29T22:00:00.000Z             / Data Start Time
#DATETO:    2023-11-14T00:00:00.000Z             / Data End Time
#PERIODTOT: 5                                    / Number of Sample Periods
#PERIODST1: 2015-11-28T04:48:03.000Z             / Sample Period 1 Start Time
#PERIOD1:   1                                    / Sensor Sample Period 1 (s)
#PERIODST2: 2015-12-01T01:30:12.000Z             / Sample Period 2 Start Time
#PERIOD2:   1                                    / Sensor Sample Period 2 (s)
#PERIODST3: 2015-12-01T01:30:26.000Z             / Sample Period 3 Start Time
#PERIOD3:   1                                    / Sensor Sample Period 3 (s)
#PERIODST4: 2020-03-18T17:07:29.000Z             / Sample Period 4 Start Time
#PERIOD4:   1                                    / Sensor Sample Period 4 (s)
#PERIODST5: 2020-06-22T17:14:24.000Z             / Sample Period 5 Start Time
#PERIOD5:   1                                    / Sensor Sample Period 5 (s)
#RESAMPPRD: 3600                                 / Resample Period (s)
#RESAMPTYP: Average                              / Resample Type
#RESAMPMIN: 70%  / Minimum percent valid data per resample
#RESAMPDCR: Fixed window averaging without overlap  / Resample Description
#TOTSAMPLE: 41121                                / Samples in File
#TOTSMPEXP: 63914                                / Samples expected
#DPOPTGAPS: NaN  / Data Gaps: NaN - Fill missing/bad data with NaNs (Not a Number) 
#DPOPTQC:   Clean  / Quality Control: Clean Data - replace data that have QAQC flags 3 or 4 with NaNs 
#QAREMARK:  None                                 / Quality Assurance Remarks
#
#"QC Flag (0-9): 0 = no QC; 1 = good; 2 = probably good, use with caution; 3 = probably bad; 4 = bad; 6 = bad down-sampling; 7 = Averaged value; 8 = Interpolated Value; 9 = Missing Value (NaN). See metadata for more information."
#"Time UTC (yyyy-mm-ddThh:mm:ss.fffZ)", "Oxygen Concentration Corrected (ml/l)", "Oxygen Concentration Corrected QC Flag", "Oxygen Concentration Corrected Count", "Oxygen Concentration Uncorrected (ml/l)", "Oxygen Concentration Uncorrected QC Flag", "Oxygen Concentration Uncorrected Count"
## END HEADER
2016-07-29T22:30:00.000Z, NaN, 6, 1590, NaN, 6, 1590
2016-07-29T23:30:00.000Z, 4.225614449, 7, 3600, 5.073030229, 7, 3600
2016-07-30T00:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T01:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T02:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T03:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T04:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T05:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T06:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T07:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T08:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T09:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T10:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T11:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T12:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T13:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T14:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T15:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T16:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T17:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T18:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T19:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T20:30:00.000Z, NaN, 6, 1, NaN, 6, 1
2016-07-30T21:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T22:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-30T23:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T00:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T01:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T02:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T03:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T04:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T05:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T06:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T07:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T08:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T09:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T10:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T11:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T12:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T13:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T14:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T15:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T16:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T17:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T18:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T19:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T20:30:00.000Z, NaN, 6, 12, NaN, 6, 12
2016-07-31T21:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T22:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-07-31T23:30:00.000Z, NaN, 9, 0, NaN, 9, 0
2016-08-01T00:30:00.000Z, 3.897761202, 7, 3601, 4.69396984, 7, 3601
2016-08-01T01:30:00.000Z, 4.0293463, 7, 3600, 4.852540662, 7, 3600
2016-08-01T02:30:00.000Z, 5.085912426, 7, 3600, 6.066885296, 7, 3600
2016-08-01T03:30:00.000Z, 5.005920637, 7, 3601, 5.971198485, 7, 3601
2016-08-01T04:30:00.000Z, 4.397162834, 7, 3600, 5.269061108, 7, 3600
2016-08-01T05:30:00.000Z, 3.88136685, 7, 3600, 4.669701663, 7, 3600
2016-08-01T06:30:00.000Z, 4.034192041, 7, 3601, 4.845270878, 7, 3601
2016-08-01T07:30:00.000Z, 3.938500265, 7, 3600, 4.728941658, 7, 3600
2016-08-01T08:30:00.000Z, 3.808933384, 7, 3600, 4.584977312, 7, 3600
2016-08-01T09:30:00.000Z, 3.753296022, 7, 3601, 4.521650606, 7, 3601
2016-08-01T10:30:00.000Z, 3.65107128, 7, 3600, 4.400320223, 7, 3600
2016-08-01T11:30:00.000Z, 3.668303283, 7, 3600, 4.419282346, 7, 3600
2016-08-01T12:30:00.000Z, 3.660012767, 7, 3601, 4.408810485, 7, 3601
2016-08-01T13:30:00.000Z, 3.668658564, 7, 3600, 4.419792381, 7, 3600
2016-08-01T14:30:00.000Z, 3.791656873, 7, 3600, 4.562348532, 7, 3600
2016-08-01T15:30:00.000Z, 3.946094012, 7, 3601, 4.746790486, 7, 3601
2016-08-01T16:30:00.000Z, 4.258774946, 7, 3600, 5.110766009, 7, 3600
2016-08-01T17:30:00.000Z, 4.597401945, 7, 3600, 5.502013577, 7, 3600
2016-08-01T18:30:00.000Z, 4.221614042, 7, 3601, 5.059241596, 7, 3601
2016-08-01T19:30:00.000Z, 3.827136101, 7, 3600, 4.59506233, 7, 3600
2016-08-01T20:30:00.000Z, 3.749754544, 7, 3600, 4.517424983, 7, 3600
2016-08-01T21:30:00.000Z, 3.717239438, 7, 3601, 4.4815002, 7, 3601
2016-08-01T22:30:00.000Z, 3.737113293, 7, 3600, 4.507703832, 7, 3600
2016-08-01T23:30:00.000Z, 3.747395154, 7, 3600, 4.520570409, 7, 3600
2016-08-02T00:30:00.000Z, 3.741507317, 7, 3601, 4.511957027, 7, 3601
2016-08-02T01:30:00.000Z, 3.802257495, 7, 3600, 4.584194221, 7, 3600
2016-08-02T02:30:00.000Z, 3.905152448, 7, 3600, 4.705292185, 7, 3600
2016-08-02T03:30:00.000Z, 4.054077397, 7, 3601, 4.879330541, 7, 3601
2016-08-02T04:30:00.000Z, 3.835654101, 7, 3600, 4.624170426, 7, 3600
2016-08-02T05:30:00.000Z, 3.746583001, 7, 3600, 4.519336994, 7, 3600
2016-08-02T06:30:00.000Z, 3.631212444, 7, 3601, 4.382967574, 7, 3601
2016-08-02T07:30:00.000Z, 3.441491935, 7, 3600, 4.156868488, 7, 3600
2016-08-02T08:30:00.000Z, 3.514514904, 7, 3600, 4.238023835, 7, 3600
